size,Location,Total sqft,price_sqft,price,area_type,availability
1 BHK Apartment,Mira Road East,365,"23,561",86 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad West,450,"11,578",52.1 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,450,"11,333",51 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Bhandup East,600,"12,000",72 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhandup East,800,"13,125",1.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Bhandup East,1000,"11,200",1.12 Cr,Plot  Area,Ready To Move
2 BHK Apartment,Chembur,1000,"12,900",1.29 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Bhandup West,800,"8,750",70 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Santacruz East,1000,"30,000",3 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad East,690,"20,289",1.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Bhandup West,600,"18,518",1.11 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhandup West,600,"13,000",78 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhandup West,600,"11,833",71 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Bhandup West,800,"13,750",1.1 Cr,Built-up  Area,Ready To Move
1 RK Studio Apartment,Bhandup West,200,"13,000",26 L,Built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,1000,"15,300",1.53 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"15,875",1.27 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,1200,"13,333",1.6 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mulund West,1200,"13,583",1.63 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,1200,"13,583",1.63 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Mulund West,2000,"13,300",2.66 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"16,000",1.28 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Cuffe Parade,1200,"47,916",5.75 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,2000,"8,500",1.7 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"14,250",1.14 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"14,500",1.16 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,2000,"8,500",1.7 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mulund West,2000,"8,500",1.7 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Mulund West,2000,"15,500",3.1 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"14,750",1.18 Cr,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Mulund West,400,"15,000",60 L,Built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,1700,"10,588",1.8 Cr,Carpet  Area,Not Ready Yet
1 RK Studio Apartment,Mulund West,400,"16,250",65 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"15,000",1.2 Cr,Super built-up  Area,Ready To Move
3,Jogeshwari West,1700,"29,411",5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,850,"18,588",1.58 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Andheri West,1361,"30,492",4.15 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,877,"17,787",1.56 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,856,"17,990",1.54 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,868,"17,511",1.52 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,869,"17,261",1.5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kalyan East,1040,"24,038",2.5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mulund West,1200,"13,333",1.6 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"15,875",1.27 Cr,Plot  Area,Ready To Move
1 BHK Apartment,Mulund West,800,"15,875",1.27 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,850,"17,647",1.5 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Malad West,1050,"19,523",2.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,740,"11,351",84 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Thane West,650,"13,846",90 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,650,"13,538",88 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,650,"10,769",70 L,Carpet  Area,Ready To Move
2 BHK Apartment,Thane West,850,"12,352",1.05 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Thane West,1350,"11,629",1.57 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1200,"7,416",89 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,555,"11,711",65 L,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"9,047",95 L,Built-up  Area,Ready To Move
1 BHK Apartment,Thane West,711,"9,987",71.01 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,600,"2,416",14.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,800,"2,625",21 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,700,"2,071",14.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,850,"2,588",22 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,700,"2,385",16.7 L,Built-up  Area,Ready To Move
1 RK Studio Apartment,Karjat,450,"2,555",11.5 L,Built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,210",21 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,680,"2,264",15.4 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,850,"2,305",19.6 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Karjat,430,"2,744",11.8 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,690,"2,260",15.6 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,1062,"8,662",92 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,711,"9,423",67 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,756,"9,246",69.9 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Karjat,400,"3,375",13.5 L,Plot  Area,Not Ready Yet
1,Agripada,1120,"22,321",2.5 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Andheri West,1250,"16,640",2.08 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1300,"10,769",1.4 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Andheri West,975,"30,256",2.95 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1100,"10,909",1.2 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Andheri West,1700,"33,823",5.75 Cr,Plot  Area,Ready To Move
2 BHK Apartment,Mira Road East,955,"11,247",1.07 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1045,"13,397",1.4 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,750,"10,000",75 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,755,"8,344",63 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,600,"10,833",65 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Thane West,650,"11,538",75 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,850,"10,000",85 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,950,"10,526",1 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Thane West,1200,"10,000",1.2 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,555,"11,711",65 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"9,047",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,711,"9,987",71.01 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,850,"8,588",73 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1250,"14,400",1.8 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Andheri West,1600,"16,875",2.7 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"11,904",1.25 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1080,"11,111",1.2 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,600,"17,500",1.05 Cr,Plot  Area,Ready To Move
1 BHK Apartment,Malad West,600,"15,833",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,600,"16,666",1 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,1062,"8,662",92 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,711,"9,423",67 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1100,"7,727",85 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,750,"9,066",68 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,750,"8,666",65 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,660,"9,696",64 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,660,"9,848",65 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kandivali East,1250,"18,800",2.35 Cr,Super built-up  Area,Not Ready Yet
2,Badlapur East,885,"4,497",39.8 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Bhayandar East,1080,"7,870",85 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Bhayandar East,740,"9,324",69 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Bhayandar East,740,"9,189",68 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon West,1000,"24,000",2.4 Cr,Super built-up  Area,Ready To Move
4 BHK Apartment,Kandivali East,2500,"21,200",5.3 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kandivali East,885,"19,774",1.75 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Borivali East,625,"18,400",1.15 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,675,"9,629",65 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,850,"9,176",78 L,Super built-up  Area,Not Ready Yet
3,Andheri West,1550,"25,806",4 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1040,"12,019",1.25 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1050,"10,952",1.15 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,990,"7,777",77 L,Plot  Area,Ready To Move
1 BHK Apartment,Mira Road East,756,"9,246",69.9 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Andheri West,1250,"16,640",2.08 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,955,"11,247",1.07 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1045,"13,397",1.4 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,750,"10,000",75 L,Built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,755,"8,344",63 L,Built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1300,"10,769",1.4 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1250,"14,400",1.8 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhayandar East,750,"11,200",84 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,750,"22,000",1.65 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,700,"22,142",1.55 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1018,"13,948",1.42 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,650,"15,692",1.02 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,600,"16,333",98 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,980,"2,704",26.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,789",26.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,650,"3,046",19.8 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,850,"8,588",73 L,Plot  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,842",27 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,850,"3,117",26.5 L,Plot  Area,Ready To Move
1 BHK Apartment,Karjat,680,"2,823",19.2 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,842",27 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,600,"3,083",18.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,900,"2,500",22.5 L,Built-up  Area,Not Ready Yet
1 BHK Independent House,Karjat,680,"2,867",19.5 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,740,"12,432",92 L,Super built-up  Area,Not Ready Yet
1 RK Studio Apartment,Karjat,400,"3,250",13 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,700,"22,142",1.55 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1018,"13,948",1.42 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,650,"15,692",1.02 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Malad West,600,"16,333",98 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,740,"12,432",92 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,750,"22,000",1.65 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,750,"14,266",1.07 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Thane West,1080,"13,888",1.5 Cr,Super built-up  Area,Not Ready Yet
1,Kalamboli,723,"7,883",57 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,680,"2,735",18.6 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,789",26.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,650,"3,046",19.8 L,Super built-up  Area,Ready To Move
3,Kalamboli,1425,"8,771",1.25 Cr,Super built-up  Area,Not Ready Yet
1,Kalamboli,667,"8,245",55 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,980,"2,704",26.5 L,Super built-up  Area,Not Ready Yet
2,Kalamboli,1167,"7,883",92 L,Super built-up  Area,Ready To Move
2,Kalamboli,1095,"8,219",90 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,842",27 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Karjat,850,"3,117",26.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Karjat,680,"2,823",19.2 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,730,"8,800",64.24 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,730,"8,800",64.24 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,750,"14,266",1.07 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,1080,"13,888",1.5 Cr,Plot  Area,Not Ready Yet
2 BHK Apartment,Thane West,950,"10,526",1 Cr,Super built-up  Area,Ready To Move
1,Greater Khanda,788,"8,248",65 L,Super built-up  Area,Ready To Move
3,Kalamboli,1425,"8,771",1.25 Cr,Super built-up  Area,Not Ready Yet
1,Kalamboli,667,"8,245",55 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,980,"2,704",26.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Karjat,950,"2,789",26.5 L,Built-up  Area,Ready To Move
1 BHK Apartment,Karjat,650,"3,046",19.8 L,Built-up  Area,Ready To Move
2,Kalamboli,1167,"7,883",92 L,Super built-up  Area,Not Ready Yet
2,Kalamboli,1095,"8,219",90 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,740,"12,432",92 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,700,"9,000",63 L,Built-up  Area,Not Ready Yet
1 BHK Apartment,Karjat,680,"3,088",21 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,750,"22,000",1.65 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,700,"13,571",95 L,Plot  Area,Ready To Move
1,Koper Khairane,550,"6,363",35 L,Super built-up  Area,Ready To Move
1,Koper Khairane,560,"10,178",57 L,Built-up  Area,Ready To Move
1 BHK Apartment,Karjat,680,"3,088",21 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,700,"13,571",95 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Thane West,950,"10,526",1 Cr,Carpet  Area,Ready To Move
1,Greater Khanda,788,"8,248",65 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Panvel,700,"9,285",65 L,Built-up  Area,Ready To Move
2 BHK Apartment,Panvel,900,"8,888",80 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Powai,1400,"28,214",3.95 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhiwandi,570,"4,210",24 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Panvel,850,"7,294",62 L,Super built-up  Area,Ready To Move
1,Palava,425,"5,882",25 L,Built-up  Area,Ready To Move
1,Atgaon,460,"3,478",16 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Badlapur East,654,"6,269",40.99 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Badlapur East,661,"6,203",41 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Badlapur East,683,"6,296",43 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Malad West,250,"11,640",29.1 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,400,"13,750",55 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,426,"21,126",90 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,360,"23,333",84 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,640,"22,656",1.45 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,127,"56,692",72 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,308,"24,025",74 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,357,"22,969",82 L,Built-up  Area,Not Ready Yet
3 BHK Apartment,Mira Road East,633,"22,116",1.4 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,339,"22,713",77 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,157,"46,496",73 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,506,"20,750",1.05 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,323,"23,219",75 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,527,"20,872",1.1 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,368,"23,641",87 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,417,"21,342",89 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,485,"19,587",95 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,349,"22,922",80 L,Built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,400,"22,000",88 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,347,"22,766",79 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,365,"23,561",86 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Chembur,488,"24,590",1.19 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Chembur,716,"24,000",1.71 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Chembur,464,"24,569",1.14 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Chembur,700,"24,000",1.68 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Chembur,479,"24,000",1.14 Cr,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Malad West,250,"11,640",29.1 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,400,"13,750",55 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,735,"13,332",97.99 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,636,"13,332",84.79 L,Built-up  Area,Ready To Move
1 BHK Apartment,Kharghar,417,"13,332",55.59 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kharghar,468,"13,332",62.39 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Chembur,319,"19,435",62 L,Built-up  Area,Ready To Move
1 BHK Apartment,Chembur,309,"19,417",60 L,Plot  Area,Ready To Move
2 BHK Apartment,Kharghar,1150,"12,173",1.4 Cr,Super built-up  Area,Ready To Move
2 BHK Independent Floor,Kharghar,1000,"9,000",90 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1750,"10,285",1.8 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kharghar,750,"7,333",55 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1250,"10,400",1.3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1150,"10,869",1.25 Cr,Plot  Area,Ready To Move
3 BHK Apartment,Kharghar,1880,"10,638",2 Cr,Super built-up  Area,Not Ready Yet
3,Kharghar,1665,"8,408",1.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1175,"11,659",1.37 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1150,"10,869",1.25 Cr,Super built-up  Area,Not Ready Yet
2,Kharghar,1200,"9,166",1.1 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1550,"11,612",1.8 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,1750,"10,000",1.75 Cr,Built-up  Area,Not Ready Yet
2 BHK Apartment,Kharghar,1100,"9,545",1.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1150,"9,391",1.08 Cr,Super built-up  Area,Not Ready Yet
3,Kharghar,1650,"10,909",1.8 Cr,Super built-up  Area,Not Ready Yet
3,Kharghar,1630,"12,208",1.99 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1675,"10,746",1.8 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1950,"9,692",1.89 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1240,"10,483",1.3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,950,"10,526",1 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1350,"10,370",1.4 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Dombivali,917,"10,359",95 L,Super built-up  Area,Ready To Move
