size,Location,Total sqft,price_sqft,price,area_type,availability
1 BHK Apartment,Mira Road East,750,"10,133",76 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1350,"11,222",1.51 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1350,"11,185",1.51 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1010,"10,396",1.05 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Sion,800,"24,375",1.95 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Sion,600,"24,166",1.45 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,575,"15,130",87 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,929,"15,069",1.4 Cr,Super built-up  Area,Ready To Move
1,Ulwe,590,"5,593",33 L,Super built-up  Area,Not Ready Yet
1,Ulwe,560,"5,357",30 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Powai,1335,"32,584",4.35 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1050,"7,523",79 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1080,"8,333",90 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,760,"9,868",75 L,Built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1100,"10,909",1.2 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,750,"7,866",59 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1080,"8,333",90 L,Plot  Area,Ready To Move
1 BHK Apartment,Mira Road East,740,"7,162",53 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1350,"11,222",1.51 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Mira Road East,1350,"11,185",1.51 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,1010,"10,396",1.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,995,"10,150",1.01 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,710,"10,422",74 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,690,"10,434",72 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1350,"11,185",1.51 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1010,"10,396",1.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,995,"10,150",1.01 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,710,"10,422",74 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,690,"10,434",72 L,Built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1010,"12,079",1.22 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,693,"9,235",64 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,710,"8,309",59 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,690,"8,260",57 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,1010,"7,722",78 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,700,"9,642",67.5 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,745,"9,194",68.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1050,"7,523",79 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1080,"8,333",90 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Mira Road East,760,"9,868",75 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1100,"10,909",1.2 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,750,"7,866",59 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1080,"8,333",90 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,740,"7,162",53 L,Super built-up  Area,Not Ready Yet
1,Greater Khanda,622,"8,360",52 L,Super built-up  Area,Ready To Move
2,Kalwa,1000,"9,200",92 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,700,"4,714",33 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,610,"5,655",34.5 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,650,"5,230",34 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,950,"5,473",52 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,1050,"5,619",59 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,950,"5,157",49 L,Super built-up  Area,Ready To Move
2,Virar West,980,"3,877",38 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,620,"4,838",30 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,950,"4,421",42 L,Plot  Area,Ready To Move
1 BHK Apartment,Virar,650,"5,692",37 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,950,"3,789",36 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,860,"4,825",41.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,650,"5,000",32.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,865,"4,393",38 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,730,"4,700",34.31 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,1000,"5,800",58 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,650,"4,769",31 L,Super built-up  Area,Not Ready Yet
1,Virar West,750,"3,333",25 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,940,"4,361",41 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,880,"5,284",46.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,700,"4,285",30 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Virar,1240,"5,241",65 L,Plot  Area,Ready To Move
1,Kandivali West,340,"11,029",37.5 L,Super built-up  Area,Ready To Move
1,Kandivali West,340,"10,588",36 L,Super built-up  Area,Ready To Move
1,Kandivali West,340,"10,588",36 L,Plot  Area,Ready To Move
1 BHK Apartment,Malad West,390,"12,820",50 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Kandivali West,340,"11,617",39.5 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Kandivali West,340,"11,176",38 L,Built-up  Area,Ready To Move
1,Kandivali West,340,"10,882",37 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Kandivali West,340,"12,352",42 L,Super built-up  Area,Not Ready Yet
2,Goregaon East,800,"14,375",1.15 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kalyan East,780,"6,794",53 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,990,"15,050",1.49 Cr,Super built-up  Area,Ready To Move
1,Dombivali East,750,"4,466",33.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Bhiwandi,587,"6,132",36 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,2225,"22,471",5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,525,"7,876",41.35 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,724,"9,088",65.8 L,Built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,468,"8,162",38.2 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Dombivali,667,"9,439",62.96 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Virar,950,"4,736",44.99 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,422,"9,004",38 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,410,"8,292",34 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,389,"7,712",30 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,402,"7,711",31 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,389,"8,226",32 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,436,"8,944",39 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,389,"7,969",31 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,425,"9,647",41 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,364,"7,692",27.99 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,656,"10,740",70.45 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,540,"10,740",58 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,572,"10,740",61.43 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,444,"10,135",45 L,Plot  Area,Ready To Move
3 BHK Apartment,Dombivali,759,"10,803",82 L,Carpet  Area,Not Ready Yet
1 BHK Apartment,Dombivali,479,"10,135",48.54 L,Built-up  Area,Ready To Move
1 BHK Apartment,Airoli,525,"12,000",63 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,550,"10,545",58 L,Super built-up  Area,Ready To Move
1,Airoli,675,"10,370",70 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,572,"10,740",61.43 L,Built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,444,"10,135",45 L,Plot  Area,Ready To Move
3 BHK Apartment,Dombivali,759,"10,803",82 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Dombivali,479,"10,135",48.54 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,525,"12,000",63 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,550,"10,545",58 L,Super built-up  Area,Ready To Move
1,Airoli,675,"10,370",70 L,Super built-up  Area,Ready To Move
2,Airoli,1050,"8,095",85 L,Built-up  Area,Ready To Move
2 BHK Apartment,Airoli,1200,"10,833",1.3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Airoli,1050,"11,904",1.25 Cr,Built-up  Area,Ready To Move
1,Dighe,750,"11,733",88 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Airoli,1250,"12,240",1.53 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,600,"10,833",65 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Airoli,600,"10,833",65 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Airoli,1150,"10,869",1.25 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Thane West,455,"18,681",85 L,Super built-up  Area,Ready To Move
1,Thakurli,600,"7,333",44 L,Super built-up  Area,Not Ready Yet
1,Thane West,660,"7,272",48 L,Super built-up  Area,Not Ready Yet
2,Thane West,600,"10,500",63 L,Super built-up  Area,Not Ready Yet
2,Thane West,900,"10,555",95 L,Super built-up  Area,Ready To Move
2,Thane West,850,"7,294",62 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,395,"9,896",39.09 L,Carpet  Area,Not Ready Yet
1,Thane West,530,"7,735",41 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,492,"10,106",49.72 L,Plot  Area,Not Ready Yet
1 BHK Apartment,Virar,396,"9,894",39.18 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,393,"9,897",38.89 L,Super built-up  Area,Ready To Move
2,Thane West,850,"7,294",62 L,Plot  Area,Ready To Move
1 BHK Apartment,Virar,360,"9,899",35.63 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,359,"9,896",35.52 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Virar,709,"10,114",71.71 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,394,"9,892",38.97 L,Super built-up  Area,Ready To Move
1,Thane West,640,"9,375",60 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,370,"9,898",36.62 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Virar,685,"10,115",69.29 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Virar,788,"9,353",73.7 L,Super built-up  Area,Not Ready Yet
2,Thane West,850,"7,411",63 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,483,"10,103",48.79 L,Built-up  Area,Ready To Move
1 BHK Apartment,Virar,352,"9,895",34.83 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,497,"10,103",50.21 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,382,"9,897",37.8 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,499,"10,101",50.4 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,380,"9,892",37.58 L,Plot  Area,Not Ready Yet
1 BHK Apartment,Virar,398,"9,891",39.37 L,Plot  Area,Ready To Move
1 BHK Apartment,Virar,381,"9,892",37.69 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Lower Parel,1470,"50,748",7.46 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Lower Parel,737,"50,610",3.73 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Lower Parel,1474,"50,610",7.46 Cr,Carpet  Area,Not Ready Yet
2 BHK Apartment,Lower Parel,735,"50,748",3.73 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Lower Parel,676,"47,189",3.19 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kurla,539,"21,892",1.18 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Lower Parel,1352,"47,337",6.4 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kurla,444,"22,297",99 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Lower Parel,1385,"46,209",6.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kurla,558,"22,043",1.23 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kurla,512,"22,265",1.14 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Lower Parel,679,"46,980",3.19 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kurla,439,"22,323",98 L,Super built-up  Area,Ready To Move
2,Nilje Gaon,1503,"6,187",93 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Dombivali,1180,"5,762",68 L,Super built-up  Area,Not Ready Yet
1,Palava,682,"5,131",35 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Dombivali,1180,"5,762",68 L,Super built-up  Area,Ready To Move
1,Palava,682,"5,131",35 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,1098,"5,555",61 L,Plot  Area,Ready To Move
1,Nilje Gaon,585,"5,811",34 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,981,"4,791",47 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,1503,"5,788",87 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Dombivali,1044,"5,651",59 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,864,"5,671",49 L,Built-up  Area,Ready To Move
3 BHK Apartment,Dombivali,1098,"6,375",70 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Dombivali,1699,"7,651",1.3 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Dombivali,1699,"7,357",1.25 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,881,"5,107",45 L,Super built-up  Area,Ready To Move
3,Dombivali East,1098,"6,921",76 L,Super built-up  Area,Ready To Move
2,Koper Khairane,1000,"9,000",90 L,Super built-up  Area,Ready To Move
1,Dombivali East,648,"6,712",43.5 L,Super built-up  Area,Ready To Move
1,Koper Khairane,650,"6,923",45 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Sion,967,"33,712",3.26 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sion,639,"33,646",2.15 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Sion,938,"33,688",3.16 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sion,532,"33,646",1.79 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sewri,605,"41,322",2.5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sewri,747,"44,712",3.34 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Sion,958,"33,716",3.23 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Sewri,781,"43,021",3.36 Cr,Plot  Area,Ready To Move
2 BHK Apartment,Sion,662,"33,685",2.23 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sewri,812,"47,906",3.89 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Sion,1194,"33,668",4.02 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sewri,644,"42,236",2.72 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Sion,602,"33,720",2.03 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Sewri,611,"43,862",2.68 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Wadala,673,"26,894",1.81 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Sion,1334,"33,583",4.48 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Sewri,821,"47,746",3.92 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Wadala,965,"27,150",2.62 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Sion,698,"33,667",2.35 Cr,Super built-up  Area,Ready To Move
2,Dombivali East,715,"3,776",27 L,Super built-up  Area,Ready To Move
1,Dombivali East,495,"3,797",18.8 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Dombivali,930,"6,000",55.8 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,635,"5,924",37.62 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,662,"4,984",33 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,410,"5,000",20.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,620,"4,000",24.8 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,400,"4,000",16 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,800,"3,999",31.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,480,"4,583",22 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Dombivali,725,"4,551",33 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,515,"4,000",20.6 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,350,"4,000",14 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,495,"3,701",18.32 L,Built-up  Area,Ready To Move
1,Dombivli (West),510,"6,000",30.6 L,Super built-up  Area,Ready To Move
1,Dombivali East,570,"5,500",31.35 L,Built-up  Area,Ready To Move
1 RK Studio Apartment,Dombivali,415,"4,457",18.5 L,Super built-up  Area,Ready To Move
1,Dombivali East,515,"4,000",20.6 L,Super built-up  Area,Not Ready Yet
2,Dombivali East,710,"4,000",28.4 L,Super built-up  Area,Ready To Move
1,Dombivali East,545,"4,000",21.8 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,629,"5,000",31.45 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,830,"4,200",34.86 L,Super built-up  Area,Ready To Move
1,Dombivali East,310,"3,870",12 L,Super built-up  Area,Ready To Move
2,Dombivali East,770,"3,766",28.99 L,Super built-up  Area,Ready To Move
1,Dombivali East,540,"3,888",21 L,Built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,615,"4,390",27 L,Super built-up  Area,Ready To Move
1,Dombivali East,570,"6,140",35 L,Built-up  Area,Ready To Move
1 BHK Apartment,Dombivali,575,"3,826",22 L,Built-up  Area,Ready To Move
2 BHK Apartment,Dombivali,795,"4,528",36 L,Super built-up  Area,Not Ready Yet
1,Dombivali East,510,"4,117",21 L,Super built-up  Area,Ready To Move
1,Dombivli (West),320,"6,250",20 L,Super built-up  Area,Ready To Move
3,Bandra East,1300,"34,615",4.5 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1155,"9,523",1.1 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,1155,"9,264",1.07 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,604,"3,825",23.1 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Mira Road East,1086,"3,824",41.53 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Mira Road East,851,"3,826",32.56 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Mira Road East,1155,"9,090",1.05 Cr,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,788,"10,152",80 L,Built-up  Area,Ready To Move
1 BHK Apartment,Mira Road East,788,"9,517",75 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Naigaon East,1025,"4,878",50 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,331,"10,303",33.99 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,512,"8,610",43.99 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Santacruz East,650,"20,000",1.3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,499,"11,249",56.13 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Virar,347,"10,951",38 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Virar,498,"11,244",56 L,Super built-up  Area,Ready To Move
3,Santacruz East,1470,"19,727",2.9 Cr,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Virar,373,"10,951",40.84 L,Built-up  Area,Ready To Move
1 BHK Apartment,Thane West,455,"18,681",85 L,Super built-up  Area,Not Ready Yet
1,Thakurli,600,"7,333",44 L,Super built-up  Area,Ready To Move
1,Kalwa,700,"11,142",78 L,Super built-up  Area,Not Ready Yet
2,Kalwa,1100,"11,636",1.28 Cr,Super built-up  Area,Ready To Move
2,Kalwa,945,"8,994",85 L,Super built-up  Area,Ready To Move
1,Kalwa,675,"10,222",69 L,Super built-up  Area,Not Ready Yet
2,Kalwa,950,"10,105",96 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad East,690,"19,565",1.35 Cr,Super built-up  Area,Not Ready Yet
3,Goregaon East,1287,"29,448",3.79 Cr,Super built-up  Area,Not Ready Yet
1,Goregaon East,575,"15,652",90 L,Super built-up  Area,Ready To Move
5 BHK Apartment,Goregaon East,2600,"23,076",6 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1050,"14,000",1.47 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad East,600,"16,166",97 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Goregaon East,1100,"21,818",2.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1000,"20,500",2.05 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1200,"20,416",2.45 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Goregaon East,1100,"21,818",2.4 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1000,"20,500",2.05 Cr,Built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1200,"20,416",2.45 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1000,"18,000",1.8 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1900,"16,842",3.2 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1050,"18,952",1.99 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1050,"20,952",2.2 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1050,"18,095",1.9 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,2200,"19,090",4.2 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Goregaon East,1050,"20,000",2.1 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad East,1800,"16,666",3 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1000,"19,000",1.9 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Goregaon East,1700,"18,235",3.1 Cr,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad East,1050,"22,380",2.35 Cr,Super built-up  Area,Ready To Move
4 BHK Apartment,Malad East,2000,"22,500",4.5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Thane West,600,"9,166",55 L,Built-up  Area,Ready To Move
2 BHK Apartment,Thane West,800,"13,750",1.1 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad West,785,"25,350",1.99 Cr,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Malad West,787,"26,556",2.09 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,570,"26,491",1.51 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,578,"26,989",1.56 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Malad West,398,"26,381",1.05 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Taloja,577,"11,915",68.75 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Taloja,424,"11,438",48.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Taloja,595,"11,848",70.5 L,Super built-up  Area,Ready To Move
2 BHK Apartment,Taloja,602,"12,126",73 L,Super built-up  Area,Not Ready Yet
3 BHK Apartment,Taloja,700,"11,035",77.25 L,Super built-up  Area,Ready To Move
4 BHK Apartment,Prabhadevi,3250,"44,615",14.5 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Worli,1250,"32,000",4 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Kharghar,1515,"10,891",1.65 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Kharghar,1215,"10,288",1.25 Cr,Super built-up  Area,Ready To Move
2,Kharghar,1215,"10,288",1.25 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Taloja,419,"7,136",29.89 L,Plot  Area,Ready To Move
2 BHK Apartment,Taloja,585,"7,265",42.5 L,Super built-up  Area,Ready To Move
3 BHK Apartment,Andheri West,1600,"14,687",2.35 Cr,Super built-up  Area,Not Ready Yet
1,Bhandup East,608,"13,486",82 L,Super built-up  Area,Ready To Move
1,Kalwa,620,"10,000",62 L,Super built-up  Area,Ready To Move
1,Kalwa,950,"7,368",70 L,Super built-up  Area,Ready To Move
1,Kalwa,650,"9,230",60 L,Plot  Area,Ready To Move
1 RK Studio Apartment,Borivali East,415,"14,457",60 L,Built-up  Area,Ready To Move
2 BHK Apartment,Sion,1445,"9,688",1.4 Cr,Built-up  Area,Ready To Move
2 BHK Apartment,Malad East,1290,"16,279",2.1 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Goregaon East,1566,"15,964",2.5 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,550,"14,727",81 L,Built-up  Area,Ready To Move
2 BHK Apartment,Malad West,854,"18,501",1.58 Cr,Super built-up  Area,Ready To Move
2 BHK Apartment,Malad West,1048,"23,664",2.48 Cr,Super built-up  Area,Ready To Move
3 BHK Apartment,Malad West,1596,"23,872",3.81 Cr,Built-up  Area,Ready To Move
1,Malad West,210,"15,000",31.5 L,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,450,"11,333",51 L,Plot  Area,Ready To Move
2 BHK Apartment,Malad West,900,"16,111",1.45 Cr,Super built-up  Area,Ready To Move
1 BHK Apartment,Kandivali West,550,"14,363",79 L,Super built-up  Area,Not Ready Yet
2 BHK Apartment,Malad West,900,"22,222",2 Cr,Super built-up  Area,Not Ready Yet
1,Malad West,350,"14,285",50 L,Super built-up  Area,Ready To Move
1,Malad West,220,"13,863",30.5 L,Super built-up  Area,Not Ready Yet
1,Malad West,350,"14,857",52 L,Plot  Area,Ready To Move
1,Malad West,410,"12,560",51.5 L,Built-up  Area,Ready To Move
1,Malad West,300,"19,000",57 L,Super built-up  Area,Ready To Move
1 RK Studio Apartment,Powai,200,"15,500",31 L,Super built-up  Area,Not Ready Yet
1 BHK Apartment,Andheri West,350,"14,285",50 L,Super built-up  Area,Ready To Move
